"file","text","year","groenland","faeroerne","kongeriget","rigsfaellesskab","faellesskab_total","monarch","visit_faroe","visit_greenland","landsmaend","folk_befolkning","tre_lande","faeringer","groenlaendere","faeroesk_folk","groenlandsk_folk","faeroesk_samfund","groenlandsk_samfund"
"H.M. Kong Frederik IX’s nytårstale.pdf","     H.M. Kong Frederik IX’s nytårstale
     Taler                               Dato                                     Sted
     H.M. Kong Frederik IX               1. januar 1948                           Christian 7. Palæ, Amalienborg
     Konge af Danmark

     Omstændigheder
     Dette er Frederik IX's første nytårstale som konge.



 1   Paa Aarets tørste Dag finder jeg det ganske naturligt, at man for en Stund
     vender Blikket tilbage til det Aar, der er udrundet. Det altoverskyggende i det
     forløbne Aar er min Faders Død. Sidste Aar holdt han paa denne Dag den sidste
     Tale til sit Folk. Jeg kan derfor ikke andet i dette Øjeblik end bøje mit Hoved i
 5   dyb Ærbødighed og Kærlighed for hans Minde. Jeg bringer en Hilsen fra min
     Moder med Tak til hele Landets Befolkning for alle de Beviser paa
     Hengivenhed, Kærlighed og Trofasthed, som hun har mødt i dette sidste for
     hende saa tunge, sørgelige Aar. Jeg bringer en Tak til hele Landet fra
     Dronningen og mig for den Modtagelse, vi har faaet overalt, dels hvor vi har
10   været personligt, men ogsaa gennem Breve og Telegrammer, som har tolket
     Folks Følelser overfor os, og det er mit inderligste Haab og vort inderligste Haab
     og Ønske, at vi maa være den Tillid værdig, som er blevet vist os.

     Nu staar vi paa Aarets første Dag og ser fremad. 1948 er en blank Bog. Først til
15   næste Aar ved vi, hvad der er sket i indeværende Aar, men vi ved, at store
     Opgaver, store Problemer ligger foran os. Opgaver og Problemer, der maa og
     skal løses, og jeg er ikke i Tvivl om, at ved Samarbejde, ved god Vilje vil det
     lykkes os at kunne føre Aaret igennem og føre vort Land fremad efter de Maal,
     som er alles ønske: Genopbygningen efter Krigens Ødelæggelser.
20

     Jeg ønsker Velsignelse over alle Hjem, over alle Danske hele Verden over, Lykke
     og Velsignelse for alle vore Søfolk, som I Dag er paa Rejser eller ligger i fremmed
     Havn, og jeg beder de tilstedeværende forenes med mig i Ønsket om: Gud
     bevare Danmark
25


     Tags
     Kongehuset, Nytårstale




                                         Danske Taler - den levende talesamling

     URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1948

30




35




40




45




50




55




60




65




                                                Danske Taler - den levende talesamling
",1948,0,0,0,0,0,"Frederik IX",0,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale.pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                      Dato                                      Sted
     H.M. Kong Frederik IX      1. januar 1949                            Christian 7. Palæ, Amalienborg
     Danmarks regent



 1   Paa denne første Dag i det nye Aar vil jeg benytte Lejligheden til paa
     Dronningens og egne Vegne at bringe en Tak rundt i Landet for den
     Modtagelse, vi har faaet, hvor vi er kommet, og for alle Beviser paa Sympati,
     Venlighed og Elskværdighed, det være sig i glade som i bekymrede Stunder. Det
 5   har gjort os begge to godt at mærke den Sympati, der strømmer os i Møde fra
     Befolkningens Side.Jeg vil ogsaa gerne her ved denne Lejlighed bringe en Hilsen
     fra min Moder, Dronning Alexandrine , og ligeledes for hende takke for alt,
     hvad Befolkningen har været for hende i det Aar, der nu er svundet.

10   Vi er i Gang med Genopbygningen af vort Land, og det skrider fremad. Det kan
     ikke nægtes, at der maa ydes Ofre, som maaske kan være haarde, men det er
     nødvendigt, og vi har før set, at vi her i Danmark kan staa Last og Brast.Jeg ved,
     at naar vi staar sammen, saa kommer vi ogsaa fremover. Jeg vil inderligt haabe, at
     dette Sammenhold kan fortsætte i det Aar, vi nu gaar ind i, saaledes at vi stadig
15   kan se tilbage med Glæde over, at vort Land er kommet op.

     Min hilsen i Aften gælder ethvert Hjem. Jeg ønsker Lykke og Velsignelse over
     Hjemmene, det være sig i Danmark som uden for Rigets Grænser, overalt, hvor
     det danske Sprog og det danske Flag agtes og æres og elskes.Vi har faaet et
20   Klenodie - vort Flag, det hvide Kors paa den røde Bund, Troen paa Livet og
     Kærlighedens røde Farve, Kærligheden til det dyrebareste vi har - vort Land.

     Jeg ønsker Lykke og Velsignelse, et godt og lykkeligt Nytaar til Færøerne, til
     Grønland, til vore Søfolk, enten de i denne Stund er paa Rejse eller de ligger i
25   Havn, det være sig i Indlandet som i Udlandet.

     Jeg bringer en Tak til vore Søfolk. Den Indsats I Sømænd øver, kan ikke
     vurderes højt nok. I gaar stille med det, fordi vi Sømænd ikke kan gøre andet. I
     taler ikke om jeres Gerninger. Der skal i Aften lyde en Tak til jer og et ""good
30




                                 Danske Taler - den levende talesamling

     luck"" I det Aar der kommer.

     Alle mine Ønsker skal sammensluttes i Ønsket om et lykkeligt Nytaar, et
     lykkeligt Aar i Deres Gerning, og det skal ske med den gamle Hilsen: Gud
35   bevare Danmark!


     Tags
     Kongehuset, Nytårstale


     URI
40
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1949




45




50




55




60




65




                                                Danske Taler - den levende talesamling
",1949,1,1,0,0,0,"Frederik IX",1,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (1).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                        Dato                                     Sted
     H.M. Kong Frederik IX        1. januar 1950                           Amalienborg
     Konge af Danmark



 1   Her ved Aarsskiftet vil jeg gerne bringe en Tak fra Dronningen og mig for al den
     Venlighed, vi har mødt ude i Landet i det forløbne Aar.

     Det er ikke alene de Steder, hvor vi bor og lever blandt de mennesker, vi har
 5   truffet der omkring, men overalt hvor vi har færdedes i Landet i Løbet at denne
     Sommer, er vi blevet modtaget med en enestaaende Venlighed. Der er lagt en
     Hengivenhed og Trofasthed over for os, som vi begge er dybt taknemmelige og
     dybt rørt over.Jeg bringer en Hilsen til Færøerne og mindes den uforlignelige
     Rejse og vores uforlignelige Besøg oppe hos dem. Ligeledes den Modtagelse, de
10   gav os, skal vi aldrig nogen Sinde glemme. De Dage, vi tilbragte paa Færøerne,
     hvor vi fik Lejlighed til at se alt det nye, der er blevet bygget, har bevirket, at vi
     føler os knyttet i nærmere Kontakt til Befolkningen. Og vi bringer endnu en
     Gang Dronningens og min Tak for alt, hvad de gjorde for os i de Dage.

15   Nu staar vi ved Indgangen til det nye Aar. Store Opgaver venter at blive løst.
     Det er ikke alene Opgaver inden for vore egne Vægge, men Opgaver, der ligger
     ude i den store Verden. Det er Opgaver, vi kommer til at deltage i Løsningen af.
     Og det kræves at enhver herhjemme, at vi staar sammen, for at disse Opgaver
     kan blive løst. De Opgaver, der ligger i Landet, maa vi løse.Og det kan gøres,
20   naar vi staar sammen alle som een har vi før vist, at vi formaar at magte noget.
     Og det er min faste Tro, at naar man herhjemme staar Ryg mod Ryg, naar vi
     ogsaa et Resultat. Det kræver Ofre fra forskellig Side, men de Ofre er ikke for
     dyrt betalt, naar det gælder Fældrelandets Ve og Vel. Jeg ønsker Guds
     Velsignelse over alle Hjem i Danmark, paa Færøerne og Grønland.
25

     Jeg ønsker Velsignelse til den enkeltes Gerning i den kommende Tid. En særlig
     Hilsen bringer jeg vore Søfolk, baade herhjemme og ude i den store Verden. Jeg
     bringer en Tak for det, I har ydet i det Aar, der et svundet, og jeg ønsker Held og
     Lykke I det nye Aar. Alle mine Nytaarsønsker samler jeg I: Gud bevare
30




                                  Danske Taler - den levende talesamling

     Danmark!


     Tags
     Kongehuset, Nytårstale
35
     URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1950




40




45




50




55




60




65




                                                Danske Taler - den levende talesamling
",1950,1,3,0,0,0,"Frederik IX",0,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (2).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                      Dato                                      Sted
     H.M. Kong Frederik IX      1. januar 1951                            Christian 7. Palæ, Amalienborg
     Konge af Danmark



 1   Ved Aarsskiftet vil jeg paa Dronningens og egne Vegne først udtale en hjertelig
     Tak for alle de Beviser for Hengivenhed og Trofasthed, vi har modtaget i det
     forløbne Aar. Jeg tænker ikke alene paa de mange, vi ved vore Besøg og Ophold
     rundt om 1 Landet er kommet i personlig Forbindelse med, men jeg tænker
 5   ogsaa paa alle de kendte og ukendte, som paa den ene eller anden Maade
     gennem det svundne Aar har sendt os Hilsner, som har glædet os
     oprigtigt.Enhver vil forstaa, hvilken Styrke og Hjælp det er at møde saa megen
     Tillid og Forstaaelse.

10   Truende Skyer hviler over denne Verden. Overalt spejdes der efter Tegn paa en
     Afspænding. Dog vi har ikke Lov at opgive Haabet om, at det maa lykkes at
     finde frem til den Forstaaelse mellem Folkene, som er Grundlaget for
     Freden.For os her i Danmark har det gamle Aar bragt os ind i et nærmere
     Fællesskab med alle de Nationer, der aabent arbejder for Frihed og Fred. Dette
15   Fællesskab kræver en positiv Indsats af os, ligesom det i visse Henseender kan
     kræve en Omvurdering al gamle Begreber, som vi under tidligere Forhold
     maatte anse for uforanderlige.

     Hvis vi gennem dette Fællesskab kan være med til at skabe større Sikkerhed for
20   os selv og alle, der hylder de samme Idealer, skal og bør vi ogsaa paatage os de
     Ofre og Afsavn, som Sikringen at Freden kræver.

     Det er min faste Tro, at vi her i Danmark er os vor Ret og vor Pligt som en fri
     Nation bevidst, og at enhver vil sætte alt ind paa at værne og bevare vor Frihed.
25

     Hvor mørkt det end ser ud ved dette Aarsskifte, vil vi holde Haabet højt, og det
     er mit Inderligste Ønske, at det kommende Aar maa bringe Velsignelser over alle
     Hjem i Danmark, paa Færøerne og paa Grønland og danske Hjem uden for
     Rigets Grænser.Særlig Ønske om Lykke og Fremgang udtaler jeg ved denne
30




                                 Danske Taler - den levende talesamling

     Lejlighed for Grønlands Befolkning, som staar midt i Arbejdet med at
     gennemføre de Forbedringer i Befolkningens Tilværelse, som lovfæstedes i det
     gamle Aar.

35   Det er en usikker Tid, vi gennemlever, og mine Tanker og Ønsker for det nye
     Aar gælder ikke mindst alle de mange, der ved deres daglige, trofaste, Gerning i
     By og paa Land, paa Søen og i det fremmede er med til at styrke Troen paa, at
     der i vort Folk er Vilje til at modvirke de vanskelige Tider og til at arbejde for
     Danmarks Vel. Alle mine Ønsker for det nye Aar vil jeg samle i et: Gud bevare
40   Danmark!


     Tags
     Kongehuset, Nytårstale


     URI
45
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1951




50




55




60




65




                                                Danske Taler - den levende talesamling
",1951,2,1,0,0,0,"Frederik IX",0,0,0,1,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (3).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                      Dato                                     Sted
     H.M. Kong Frederik IX      1. januar 1952                           Christian 7. Palæ, Amalienborg
     Danmarks regent



 1   Naar Dronningen og jeg nu ved Aarsskiftet ser tilbage paa det Aar, der svandt,
     er det med den dybeste Taknemmelighed, vi tænker paa al den Venlighed, de
     Udtryk for Sympati og Hengivenhed, der er vist os overalt, hvor vi er kommet
     frem.
 5

     Vore officielle og private Besøg har ført os rundt til mange forskellige Dele af
     Landet. Vi er under disse Besøg kommet i Berøring med mange, vi maaske ikke
     vilde faa Lejlighed til at møde, og vi er taknemlig for den hjertelige Maade,
     hvorpaa vi overalt er blevet modtaget.
10

     Vort folk gennemlever i disse Aar en vanskelig og barsk Tid, der stiller store
     Krav til Samfundet saavel som til den enkelte. I mangt et Hjem ser man frem til
     det nye Aar med Bekymring for, hvordan man skal klare Dagen og Vejen.
     Vanskelighederne synes maaske uovervindelige Hindringer, men det gælder for
15   den enkelte saavel som for Samfundet at se Vanskelighederne ikke som
     Hindringer paa Vejen frem, men som Opgaver, der skal løses. Hvad de enkelte
     ikke formaar alene, kan vel flere i Fællesskab magte.

     Vi har her i vort Land prøvet, hvad Fællesskab betyder, og hvilken styrke det
20   giver. Lad enhver da bruge sine Evner, hvor han er sat i Samfundet, og i
     Fællesskab skabe Muligheden for at bevare og øge vort Lands indre Kraft.

     Det gamle Aar har berøvet mange Hjem deres kære, i mange Tilfælde brat og
     uventet, og det er svært for dem, der sidder tilbage med Savnet. Med særlig
25   Medfølelese tænker jeg paa Hjemmene, der blev ramt af de omfattende Ulykker,
     som indtraf henimod Aarets Slutning, og som berørte os alle dybt.Under
     Udførelse af deres Gerning blev danske Mænd i deres bedste Alder revet bort
     ved ulykkelige Hændelser. Vi tænker med Vemod paa de Menneskeliv, der gik
     tabt. Lad disse være et lysende Eksempel paa Pligtfølelse og Uforfærdethed.
30




                                Danske Taler - den levende talesamling

     Maatte disse Egenskaber altid findes i vort Folk, og maatte vi i samme Aand ved
     trofast Sammenhold i det nye Aar kunne vinde stadig længere frem mod Sikring
     af Freden og de Livsvilkaar, som vi stræber efter.

35   Jeg Ønsker Velsignelse over alle Hjem i Danmark, paa Færøerne og i Grønland
     og de danske Hjem uden for Rigets Grænser. En særlig Hilsen bringer jeg til alle
     vore Søfolk med Ønsket om alt godt i det kommende Aar. Mine Ønsker for det
     nye Aar vil jeg samle i dette ene: Gud bevare Danmark!

40
     Kildetype
     Digitalt manuskript


     Tags
     Kongehuset, Nytårstale


45   URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1952




50




55




60




65




                                                Danske Taler - den levende talesamling
",1952,1,1,0,0,0,"Frederik IX",0,1,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (4).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                      Dato                                     Sted
     H.M. Kong Frederik IX      1. januar 1953                           Frederik 8. Palæ, Amalienborg
     Danmarks regent



 1   Det er med tungt Sind, at jeg i Aften sender mine Nytaars-hilsener til det danske
     Folk. Det sker Ikke som de andre Aar fra den festlige Nytaarsmiddag i Chr. VII's
     Palæ, men hjemme fra mine egne Stuer.

 5   Jeg føler Trang til at bringe en varm Tak til hele Befolkningen for al den
     Kærlighed og Hengivenhed, der er vist min Mor gennem alle de Aar, hun har
     levet her i Landet. Stærkest har denne Hengivenhed maaske været i de sidste Aar
     siden min Fars Død. De mange Hilsener, hun fik rundt fra hele Landet og sidst i
     Sommer fra Grønland, glædede hende og varmede hendes Hjerte. Hun følte, at
10   hun ikke var blevet glemt.

     Jeg bringer en Inderlig dybtfølt Tak fra min Bror og mig selv for al den
     Deltagelse, der er vist os under hendes Sygdom og ved hendes Død. For alle
     Telegrammer, Breve og Blomster, vi har modtaget i de sidste Dage. Hilsener, der
15   har trøstet os og vist os, hvor elsket hun har været, og at Mindet om hende vil
     blive bevaret i Kærlighed.

     Ogsaa andre Hjem er blevet ramt af sorg i det forløbne Aar, og til disse sender
     jeg varme, deltagende Tanker.
20

     Dronningen og jeg takker for det Aar, der er gaaet. Paa Grund af den lange
     Grønlandsrejse naaede vi ikke at besøge saa mange Egne herhjemme, som vi
     gerne havde villet, men vi haaber I indeværende Aar at kunne fortsætte vore
     Besøg rundt i Landet. Grønlandsrejsen blev en stor og uforglemmelig
25   Oplevelse.Men selv om den stod i Festens Tegn, forstod vi, at der ogsaa fandtes
     en graa Hverdag. Vi følte Trang til at være med til at skaffe Sol ind i denne
     Hverdag, og jeg saa, at der her var en Opgave, som alle Danske kunde være med
     til at løse, og dermed vise Samhørighedfølelsen med den grønlandske
     Befolkning.Vi vil derfor ved denne Lejlighed rette en Tak til alle dem, der her i
30




                                Danske Taler - den levende talesamling

     Danmark er med til ved Bidrag og ved personlig Indsats at hjælpe den
     grønlandske Befolkning.

     Herhjemme har det gamle Aar vel nok bragt os et Stykke frem ad Vejen mod de
35   bedre Tider, som vi alle stræber efter og haaber at naa. Men der er dog endnu et
     stort Arbejde at udrette, og mange Problemer skabt af Udviklingen skal løses, og
     Jeg opfordrer atter til det Samarbejde og Sammenhold, som er nødvendigt, for
     at dette kan naas.

40   Maatte det nye Aar bringe os nærmere til den Fred og Forstaaelse mellem
     Folkeslagene som vi alle længes efter, og lad os her i Danmark vise, at vi ogsaa
     med a1 vor Vilje og al vor Energi er med i Arbejdet for at skabe Tryghed i
     Verden, saa der kan komme en Tid, da Folkene Jorden over kan møde hinanden
     i aaben Tillid.
45

     Jeg ønsker Lykke og Velsignelse for alle Hjem i Danmark, paa Færøerne og i
     Grønland og for alle Hjem, hvor det danske Sprog agtes og æres. Jeg sender en
     varm Hilsen til vore Søfolk med Tak for Aaret, der svandt og ønsker Held og
     Lykke i det nye Aar. Til Slut vil jeg samle alle mine Ønsker I et Gud bevare
50   Danmark.


     Tags
     Kongehuset, Nytårstale


     URI
55
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1953




60




65




                                                Danske Taler - den levende talesamling
",1953,6,1,0,0,0,"Frederik IX",1,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (5).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                                      Dato                                     Sted
     H.M. Kong Frederik IX                      1. januar 1954                           Christian 7. Palæ, Amalienborg
     Danmarks regent



 1   Atter et Aar er forløbet, et Aar, der har været rigt paa Begivenheder for
     Dronningen og mig.Og jeg føler Trang til her i Aften at bringe det danske folk
     en dybtfølt Tak fra os begge for de talrige Beviser paa Hengivenhed og Tillid,
     der fra alle Sider er blevet vist os i det gamle Aar, ikke alene under vore Besøg
 5   rundt om i Landet, men ogsaa i det daglige. Dronningen og jeg har paa vore
     Rejser og under besøg paa Udstillinger af vidt forskellig Art med Glæde
     iagttaget det maalbevidste Arbejde og det Fremsyn, der fra alle Dele af Landets
     Befolkning udvises for at opretholde og udvide den Stilling, som vort Land
     indtager.
10

     Efterhaanden som Krigens Saar heles, bliver en stigende Konkurrence paa
     næsten alle Omraader mere og mere følelig, og Kravene til vort Lands
     Produktionsevne og Handelskyndighed skærpes stadig.

15   Endnu er der store Opgaver at løse. Opgaver, der kræver Offervilje af forskellig
     Art, men jeg ved, at vi ved fælles Hjælp og godt Sammenhold og indbyrdes
     Forstaaelse vil være i Stand til at løse de Krav, Tiden stiller, og ad Samarbejdets
     Vej skabe gode og lykkelige Kaar for vort Land. Jeg Ønsker Lykke, og
     Velsignelse for alle Hjem i Danmark, paa Færøerne og i Grønland, for alle
20   Hjem, hvor det danske Sprog agtes og æres af alle Danske uden for Rigets
     Grænser.Jeg sender en særlig Hilsen til alle vore Søfolk med Ønsket om Held og
     Lykke i det nye Aar. Saa samler jeg da til Slut alle mine Ønsker i dette ene; Gud
     bevare Danmark!

25
     Tags
     Kongehuset, Nytårstale


     URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1954



30




                                                Danske Taler - den levende talesamling
",1954,1,1,0,0,0,"Frederik IX",0,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (6).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                      Dato                                      Sted
     H.M. Kong Frederik IX      1. januar 1955                            Christian 7. Palæ, Amalienborg
     Danmarks regent



 1   Hver Gang vi staar ved Indgangen til et nyt Aar, er det naturligt baade at se
     tilbage paa, hvad det svundne Aar bragte, og tillige sammenfatte vore Ønsker og
     Haab til det Aar, som nu begynder.

 5   For de enkelte Mennesker vil Bedømmelsen af det gamle Aar jo være vidt
     forskellig, alt efter som Livsvilkaarene har formet sig.Vi kan ikke alle have naaet
     de Maal, vi satte os, eller have faaet vore Ønsker opfyldt. Medens nogle har faaet
     Fremgang og Lykke, maaske udover, hvad de havde turdet haabe, har Aaret for
     andre bragt baade Sorger og Skuffelser, ja, maaske Tilskikkelser, der helt har
10   ændret deres Tilværelse. Med megen Medfølelse tænker jeg her paa de mange,
     der i det gamle Aar og særlig ved Ulykkerne lige op under Jul mistede deres
     Kære.

     Naar Dronningen og jeg ser tilbage paa det Aar, der svandt, har vi Grund til at
15   være dybt taknemmelige over alt, hvad vi og vore Børn har mødt af Tillid og
     Sympati, og jeg benytter Lejligheden til at udtale vor varmeste Tak herfor.Tak
     til enhver, som paa den ene eller den anden Maade i Aarets Løb har givet
     Udtryk for Hengivenhed og Trofasthed imod os. Vi føler dette som en stor
     Støtte og Opmuntring i vor Gerning.
20

     I det kommende Aar passerer vi 10 Aars Dagen for Krigens Ophør og
     Danmarks Befrielse fra den tyske Besættelse. Naar vi tænker tilbage paa de Dage,
     da Mørklægningsgardinerne baade bogstaveligt og i overført Betydning blev
     revet til Side, og tænker paa vore Haab og Ønsker dengang, hvor Friheden,
25   Freden og Forstaaelsen mellem Menneskene stod for os som Maal, der maatte
     være inden for Rækkevidde, maa vi nu, 10 Aar efter, erkende, at de høje Maal, vi
     satte os, har vi endnu ikke evnet at naa.Selv om vi og vort Land i endnu større
     Grad end tidligere er afhængige af Omverdenen, har vi ikke Lov til at dæmpe
     vor Samvittigheds Røst med Henvisning hertil, men maa erkende, at Fejlene
30




                                 Danske Taler - den levende talesamling

     ogsaa er at søge hos os selv.

     Skal vi imidlertid haabe paa lysere Tider - og det skal vi - kan det ikke nytte at
     hengive sig til Mismod over, hvad der er forspildt, eller opgivende lægge
35   Hænderne i Skødet; men vi maa prøve paa med Optimisme at gaa i Lag med
     Tidens krævende Oppaver og i vor Færden vise Fordragelighed og Hensyntagen
     til hverandre.Den Mentalitet der kun tænker paa at kræve sin Ret, og mere til,
     og som afføder Vold og Brutalitet, maa vi overalt og paa alle Omraader saavel i
     vor daglige Færden som i de større Forhold være med til at bekæmpe, saa at
40   Pligtfølelse, Arbejdsglæde og Offervilje kan blive sat i Højsædet, og Følelsen af
     Fællesskab kan præge vort Samfund.

     Det skal da være mit Ønske for det nye Aar, at vi - og jeg tænker her ogsaa paa
     Færøerne og Grønland - ved fælles Virke maa opleve Fremgang for vort Folk, og
45   at Freden, Friheden og Forstaaelsen mellem Menneskene fra at være fjerne Maal
     maa blive til nære Realiteter for os.

     Jeg ønsker Lykke og Velsignelse over ethvert Hjem i Danmark, paa Færøerne og
     i Grønland og over alle Danske uden for Rigets Grænser, som viser Trofasthed
50   mod deres gamle Land og mod det danske Sprog. En særlig Hilsen sender jeg alle
     vore Søfolk med Tak for Aaret, der svandt og med Ønske om Held og Lykke i
     der nye Aar. Alle disse Ønsker vil jeg da til Slut samle i dette ene:


55



     Gud bevare Danmark.


     Tags
60   Kongehuset, Nytårstale


     URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1955




65




                                                Danske Taler - den levende talesamling
",1955,2,2,0,0,0,"Frederik IX",0,0,0,0,0,0,0,0,0,0,0
"H.M. Kong Frederik IX's nytårstale (7).pdf","     H.M. Kong Frederik IX's nytårstale
     Taler                       Dato                                     Sted
     H.M. Kong Frederik IX       1. januar 1956                           Christian 7. Palæ, Amalienborg
     Danmarks regent



 1   I Nat tog vi Afsked med det gamle Aar, og ud over Landet lød Ordene:
     ""Velkommen Nytaar og velkommen her"". I dette Velkommen ligger en
     Forventning om noget nyt og noget bedre, og det er vel menneskeligt, at vi alle
     til enhver Tid søger frem til noget bedre.Det behøver ikke at være Tegn til
 5   Utilfredshed med vore nuværende Forhold, men vi ønsker dog alle Fremgang
     baaade for os selv og for det Samfund, vi lever i. Til mange vil det gamle Aar
     selvfølgelig have bragt meget, som der vil være Grund til at være glad for, ja, det
     kan maaske have betydet Indledningen til et nyt og lysere Afsnit i ens Liv, men
     til andre kan der med Modgang eller Sorger være kastet en Skygge over Aaret,
10   der gik, og for dem vil Haabet til det kommende være særligt levende.For os alle
     ligger der dog i denne Overgang til at nyt Aar en Opfordring til at eftertænke,
     hvad det gamle Aar bragte. Hvad der blev udrettet og opnaaet og hvad der
     maaske blev forspildt. Vi kan menneskeligt set gøre vort Regnskab op og deraf
     uddrage de Erfaringer, som vil være til Nytte paa Vejen videre frem.
15

     Ved Afskeden med det gamle Aar vil det være naturligt først og fremmest at sige
     Tak for, hvad der er blevet enhver af os til Del i det svundne Aar. For
     Dronningen og mig bragte dette Aar nye Beviser paa Hengivenhed og Tillid,
     som vi er dybt taknemmelige for, og jeg benytter denne Lejlighed til at udtrykke
20   vor varmeste Tak herfor.Denne Tak gælder ikke alene alle de mange, som vi i
     Aarets Løb gennem vor Gerning og Færden er kommet i nærmere Forbindelse
     med, men vor Tak gælder ogsaa de mange, som paa forskellig Maade gennem
     deres Hilsener har vist os, at de omfatter os med Sympati. Rundt om i Landet,
     hvor vi i Aar har kunnet naa hen, er vi og vore Børn blevet modtaget med megen
25   Venlighed og Hjertelighed, og vi tænker mede største Glæde og
     Taknemmelighed tilbage paa disse Besøg. Ogsaa ved dette Aarsskifte er der Uro
     og Splid forskellige Steder i Verden, men vi vil heller ikke ved Tanken herpaa
     glemme, hvad der hidtil er naaet for at bringe os nærmere til det Maal, som alle
     Nationer stiler mod: Fred og Forstaaelse mellem Folkene. Vi har Lov til at tro og
30




                                 Danske Taler - den levende talesamling

     haabe, at det Aar, som vi nu er gaaet ind i, vil betegne et Skridt videre mod dette
     Maal.

     Der stilles i desse Aar store Krav til de ledende Mænd og Kvinder, og der stilles
35   ogsaa Krav til den enkelte i Samfundet. Det er som om ikke blot den store
     Verdens Problemer øges, men ogsaa den daglige Tilværelses Problemer af
     samfundsmæssig, økonomisk og menneskelig Art vokser, saaledes at den enkelte
     har nok i at skulle klare sit eget og har sværere ved at ofre sine Medmenneskers
     Vanskeligheder Tid og Forstaaelse. Jeg vil gerne her ved dette nye Aars
40   Begyndelse appellere til den indbyrdes Hjælpsomhed og Tillid ikke alene Mand
     og Mand imellem, men ogsaa mellem Samfundets forskellige grupper af
     Medborgere.Vi bør ikke glemme, at enhver af os har Forpligtelser over for vore
     Medmennesker saavel som over for det fælles Samfund, og gaar det maaske ikke
     altid, som vi selv ønsker, saa maa vi lære at tage Tingene, som de kommer, og
45   med ærlig Vilje bestræbe os for at sætte Kravene til os selv højere end Kravene til
     andre.Og Hjælpsomhed og Tillid bør vises vore unge, der engang skal bære
     Dagens Byrder, som vi gør det nu. Vi bør ikke undlade at gøre alt for at hjælpe
     dem til at dygtiggøre sig til deres kommende Livsgerning. Enhver Far og Mor,
     enhver som har de unges Undervisning og Oplæring betroet, har et Ansvar
50   baade over for den opvoksende Slægt og over for Samfundet.

     Vi er inde i en Tidsperiode med en vældig Udvikling, en Periode, hvor
     Spørgsmaalet om de unges Undervisning, Dygtiggørelse og Placering i
     Samfundet i særlig Grad trænger sig paa, og det er af den største Betydning for
55   vort Lands Fremtid, at alle gode Kræfter sættes ind paa at give vore Børn al den
     Hjælp til Uddannelse og til Udnyttelse af deres Evner som det er muligt.Jeg
     ønsker Lykke og Velsignelse over Ethvert Hjem i Danmark, paa Færøerne og i
     Grønland og for alle Danske uden for Rigets Grænser, der viser Trofasthed mod
     Danmark og det danske Flag. En særlig Hilsen sender jeg alle Søens Folk med
60   Tak for Aaret der svandt. Jeg slutter denne Hilsen til det danske Folk med disse
     Ord - Gud bevare Danmark!


     Tags
     Kongehuset, Nytårstale
65
     URI
     https://www.dansketaler.dk/tale/kongens-nytaarstale-1956




                                                Danske Taler - den levende talesamling
",1956,1,1,0,0,0,"Frederik IX",0,0,0,0,0,0,0,0,0,0,0
